pl_name,hostname,pl_rade,ra
Kepler-438 b,Kepler-438,1.12,281.6457236
Kepler-44 b,Kepler-44,12.22,300.1023512
Kepler-441 b,Kepler-441,1.64,284.566954
Kepler-454 b,Kepler-454,2.37,287.4786474
Kepler-454 c,Kepler-454,12.9,287.4786474
Kepler-458 c,KIC 9663113,4.2,297.0454037
Kepler-461 b,Kepler-461,2.58,292.2490563
Kepler-466 c,Kepler-466,1.25,295.6486585
Kepler-47 c,Kepler-47,4.65,295.2978883
Kepler-481 b,Kepler-481,2.5,291.9069862
Kepler-496 b,Kepler-496,2.32,291.6408978
Kepler-504 b,Kepler-504,1.59,284.9219608
Kepler-508 b,Kepler-508,1.64,295.4042546
Kepler-51 d,Kepler-51,9.7,296.4797624
Kepler-52 b,Kepler-52,2.1,286.7380152
Kepler-524 c,Kepler-524,0.96,296.8591787
Kepler-527 b,Kepler-527,2.84,290.957913
Kepler-534 b,Kepler-534,2.24,296.4185696
Kepler-535 b,Kepler-535,2.36,296.5666587
Kepler-537 b,Kepler-537,1.41,289.8805804
Kepler-543 b,Kepler-543,2.5,287.2187273
Kepler-545 b,Kepler-545,2.69,290.5663221
Kepler-551 b,Kepler-551,2.73,285.485045
Kepler-564 b,Kepler-564,4.63,296.8383661
Kepler-565 b,Kepler-565,3.64,283.6180825
Kepler-577 b,Kepler-577,2.55,294.7119855
Kepler-581 b,Kepler-581,2.63,295.4326552
Kepler-582 b,Kepler-582,3.68,297.503718
Kepler-585 b,Kepler-585,2.83,286.5284924
Kepler-590 b,Kepler-590,4.02,296.3855467
Kepler-60 d,Kepler-60,1.99,288.9612535
Kepler-608 b,Kepler-608,3.64,293.882901
Kepler-611 b,Kepler-611,1.65,286.0049121
Kepler-615 b,Kepler-615,1.74,282.4506927
Kepler-632 b,Kepler-632,2.21,297.252613
Kepler-633 b,Kepler-633,1.63,295.2173259
Kepler-649 b,Kepler-649,2.26,285.6558336
Kepler-653 b,Kepler-653,1.95,282.2130447
Kepler-658 b,Kepler-658,1.63,282.983621
Kepler-663 b,Kepler-663,2.6,297.8082232
Kepler-667 b,Kepler-667,4.73,295.5549918
Kepler-669 b,Kepler-669,4.83,291.9361615
Kepler-677 b,Kepler-677,5.38,290.0980478
Kepler-679 b,Kepler-679,3.01,296.0213374
Kepler-68 b,Kepler-68,2.357,291.0323102
Kepler-68 d,Kepler-68,13.9,291.0323102
Kepler-707 b,Kepler-707,1.33,290.007564
Kepler-718 b,Kepler-718,16.56,299.5618676
Kepler-719 b,Kepler-719,8.52,295.5360628
Kepler-720 b,Kepler-720,8.41,298.6356478
Kepler-722 b,Kepler-722,2.63,290.2632874
Kepler-731 b,Kepler-731,13.88,296.3931945
Kepler-734 b,Kepler-734,3.56,297.0456122
Kepler-745 b,Kepler-745,2.16,291.4994412
Kepler-746 b,Kepler-746,1.11,290.6822097
Kepler-749 b,Kepler-749,3.1,299.8973341
Kepler-769 b,Kepler-769,2.92,292.7130925
Kepler-770 d,Kepler-770,1.4,286.4904589
Kepler-798 b,Kepler-798,2.39,292.4782785
Kepler-80 f,Kepler-80,1.21,296.1125759
Kepler-818 b,Kepler-818,5.11,296.2351072
Kepler-832 b,Kepler-832,2.06,295.9261101
Kepler-833 b,Kepler-833,2.02,290.4799052
Kepler-834 b,Kepler-834,2.02,287.0544674
Kepler-847 b,Kepler-847,1.18,283.5048144
Kepler-857 b,Kepler-857,6.8,294.6323978
Kepler-864 b,Kepler-864,2.4,285.0570943
Kepler-865 c,Kepler-865,0.89,297.7242257
Kepler-868 b,Kepler-868,2.05,282.3635315
Kepler-869 b,Kepler-869,3.61,289.4245955
Kepler-87 b,Kepler-87,13.49,297.9168433
Kepler-890 b,Kepler-890,8.89,288.435718
Kepler-914 b,Kepler-914,1.38,290.4120774
Kepler-915 b,Kepler-915,1.5,290.5921293
Kepler-92 d,Kepler-92,2.067,289.0860607
Kepler-926 b,Kepler-926,2.31,289.6793396
Kepler-931 b,Kepler-931,1.33,297.1326937
Kepler-937 b,Kepler-937,3.72,294.1688142
Kepler-937 c,Kepler-937,2.67,294.1688142
Kepler-948 b,Kepler-948,1.85,293.3002774
Kepler-95 b,Kepler-95,3.42,284.4824281
Kepler-951 b,Kepler-951,5.59,287.7375794
Kepler-953 b,Kepler-953,4.21,288.9716297
Kepler-956 b,Kepler-956,3.0,292.5308289
Kepler-966 b,Kepler-966,4.13,297.270576
Kepler-978 b,Kepler-978,2.99,286.7107166
Kepler-981 b,Kepler-981,2.31,289.2489051
Kepler-989 b,Kepler-989,2.21,281.5827983
Kepler-995 b,Kepler-995,2.7,284.6157154
L 98-59 c,L 98-59,1.329,124.5328604
LP 714-47 b,LP 714-47,4.7,64.1902212
LP 890-9 b,LP 890-9,1.32,64.1309096
LkCa 15 b,LkCa 15,,69.8241791
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3.21,267.008125
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,11.1,271.303917
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,4.29,270.097833
NGC 2682 Sand 978 b,NGC 2682 Sand 978,13.3,132.8228085
NGTS-27 b,NGTS-27,15.64773706,206.0265266
NGTS-35 b,NGTS-35,10.9,170.276336
NGTS-6 b,NGTS-6,14.863134,75.795382
NGTS-8 b,NGTS-8,12.21781,328.9759206
NY Vir b,NY Vir,13.3,204.7005847
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,13.9,263.577917
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,13.2,268.325708
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1.16,268.031208
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,13.2,268.409485
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,13.0,268.1020833
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,8.59,268.75238
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,13.1,270.184333
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,14.0,269.0042917
OGLE-2017-BLG-0364L b,OGLE-2017-BLG-0364L,10.3,265.227875
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,12.3,269.0184167
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,4.41,268.355875
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,13.1,263.46525
Pr0201 b,Pr0201,14.2,130.4324005
Qatar-5 b,Qatar-5,12.408363,7.0539375
Qatar-8 b,Qatar-8,14.403565,157.4123405
ROXs 12 b,ROXs 12,12.2,246.6167993
TCP J05074264+2447555 b,TCP J05074264+2447555,4.72,76.928
TIC 139270665 b,TIC 139270665,7.22979255,124.0338967
TIC 237913194 b,TIC 237913194,12.520453,22.4458116
TIC 241249530 b,TIC 241249530,13.29385111,95.3088995
TOI-1052 c,TOI-1052,6.48,337.5102738
TOI-1054.01,TOI-1054,2.43432,302.1141738
TOI-1130 c,TOI-1130,13.0,286.3760037
TOI-1136 b,TOI-1136,1.9,192.1848981
TOI-1227 b,TOI-1227,9.57246952,186.7673635
TOI-1238 c,TOI-1238,2.11,201.3823387
TOI-1259 A b,TOI-1259 A,11.45557828,282.1001665
TOI-1260 b,TOI-1260,2.41,157.1440712
TOI-1260 c,TOI-1260,2.76,157.1440712
TOI-1269 b,TOI-1269,2.40144286,249.6966397
TOI-1272 c,TOI-1272,4.95,199.1962036
TOI-1273 b,TOI-1273,11.09689089,214.1208564
TOI-1278 b,TOI-1278,12.21778896,320.4784442
TOI-1468 c,TOI-1468,2.126,16.6538724
TOI-1470 c,TOI-1470,2.47,10.0891431
TOI-1669 b,TOI-1669,14.1,45.9564744
TOI-1685 b,TOI-1685,1.421,68.5939529
TOI-1694 b,TOI-1694,5.3422266,97.7487104
TOI-1696 b,TOI-1696,3.09,65.280648
TOI-1736 c,TOI-1736,12.5,43.4344615
TOI-1751 b,TOI-1751,2.9507845,243.4888534
TOI-1782.01,TOI-1782,2.368,213.0787718
TOI-1824 b,TOI-1824,2.7438269,197.7312286
TOI-1855 b,TOI-1855,18.49481816,205.3539534
TOI-1898 b,TOI-1898,9.39553231,144.5553
TOI-1937 A b,TOI-1937 A,13.97759893,116.3707214
TOI-199 c,TOI-199,11.4,80.1058735
TOI-2005 b,TOI-2005,11.99360935,164.031654
TOI-2076 b,TOI-2076,2.39,217.3920159
TOI-2107 b,TOI-2107,13.57407563,286.7965405
TOI-2141 c,TOI-2141,2.35,258.7623456
TOI-216.01,TOI-216,10.1,73.9800129
TOI-2266 b,TOI-2266,1.54,245.2800398
TOI-2274 b,TOI-2274,2.45,277.459311
TOI-2322 c,TOI-2322,1.874,116.9731027
TOI-244 b,TOI-244,1.52,10.5697537
TOI-2497 b,TOI-2497,11.14172682,90.0625878
TOI-2537 c,TOI-2537,12.7,54.3882661
TOI-2641 b,TOI-2641,18.10250383,171.1303716
TOI-283 b,TOI-283,2.34,118.5693065
TOI-2886 b,TOI-2886,18.6405349,110.0076569
TOI-3023 b,TOI-3023,16.43236571,165.3158231
TOI-3082 b,TOI-3082,3.6621,195.9080719
TOI-3688 A b,TOI-3688 A,13.08088048,39.2823371
TOI-3714 b,TOI-3714,11.32107051,69.5523415
TOI-3819 b,TOI-3819,13.13692538,121.8632568
TOI-4010 c,TOI-4010,5.93,20.2148196
TOI-4010 d,TOI-4010,6.18,20.2148196
TOI-4145 A b,TOI-4145 A,13.30506009,39.4297435
TOI-4155 b,TOI-4155,3.21,325.6362269
TOI-444 b,TOI-444,2.77,64.1839982
TOI-4443.01,TOI-4443,1.7193265,274.2686643
TOI-4515 b,TOI-4515,12.17,21.1861778
TOI-4638.01,TOI-4638,2.933,12.8206627
TOI-4666 b,TOI-4666,12.44196858,56.2898862
TOI-469.01,TOI-469,3.41,93.0578446
TOI-4734 b,TOI-4734,10.9175472,90.3581219
TOI-4860 b,TOI-4860,8.7,183.563961
TOI-5153 b,TOI-5153,11.88151954,91.5403204
TOI-519 b,TOI-519,11.54525012,124.6067582
TOI-5300 b,TOI-5300,9.86390302,356.481137
TOI-544 c,TOI-544,4.92,82.2900716
TOI-5573 b,TOI-5573,9.75,136.4259999
TOI-5592 b,TOI-5592,17.14974047,106.6800684
TOI-561 b,TOI-561,1.397,148.1851516
TOI-5688 A b,TOI-5688 A,10.3,266.9231001
TOI-5726.01,TOI-5726,2.554,123.3950504
TOI-6002 b,TOI-6002,1.65,299.6142524
TOI-6029 b,TOI-6029,14.39233122,8.3862555
TOI-6038 A b,TOI-6038 A,6.41,51.6572691
TOI-6330 b,TOI-6330,10.89,22.1679816
TOI-640 b,TOI-640,19.2794468,99.7345935
TOI-712 b,TOI-712,2.049,92.9361063
TOI-712 d,TOI-712,2.474,92.9361063
TOI-7510 d,TOI-7510,10.52,273.728188
TOI-776 c,TOI-776,2.047,178.577997
TOI-892 b,TOI-892,11.99363,86.738228
TYC 2187-512-1 b,TYC 2187-512-1,12.5,320.5266829
USco CTIO 108 b,USco CTIO 108,12.3,241.4752653
WASP-123 b,WASP-123,15.13212395,289.4792124
WASP-135 b,WASP-135,14.5717,267.2848846
WASP-141 b,WASP-141,13.56289,71.8244347
WASP-144 b,WASP-144,9.52765,320.7628761
WASP-15 b,WASP-15,15.80469,208.9280111
WASP-154 b,WASP-154,10.76062147,327.7191734
WASP-159 b,WASP-159,15.46842,68.1364792
WASP-165 b,WASP-165,14.12334,357.5806472
WASP-180 A b,WASP-180 A,13.89916,123.3922465
WASP-19 b,WASP-19,15.86070769,148.4167672
WASP-21 b,WASP-21,11.99,347.4928024
WASP-22 b,WASP-22,13.78707,52.8180374
WASP-34 b,WASP-34,11.209,165.3993679
WASP-36 b,WASP-36,14.874343,131.5803897
WASP-47 c,WASP-47,,331.203092
WASP-53 c,WASP-53,,31.9091639
WASP-58 b,WASP-58,16.02887,274.7012534
WASP-62 b,WASP-62,14.79588,87.1398205
WASP-65 b,WASP-65,12.464,133.3242982
WASP-66 b,WASP-66,15.6926,158.2250301
WASP-76 b,WASP-76,20.78145022,26.632936
WASP-80 b,WASP-80,11.197791,303.1667996
WASP-88 b,WASP-88,16.36514,309.5112337
Wolf 1061 d,Wolf 1061,2.69,247.5748276
Wolf 1069 b,Wolf 1069,1.08,306.5242477
Wolf 327 b,Wolf 327,1.24,148.3783199
XO-2 S c,XO-2 S,13.6,117.0309753
YZ Cet c,YZ Cet,1.05,18.1330792
alf Ari b,alf Ari,13.4,31.793286
eps Eri b,eps Eri,14.1,53.2284306
eps Tau b,eps Tau,12.7,67.1546573
pi Men c,HD 39091,2.0189,84.2992798
psi1 Dra B b,psi1 Dra B,13.5,265.4925754
18 Del b,18 Del,12.5,314.6078375
2MASS J19383260+4603591 b,2MASS J19383260+4603591,13.4,294.6359173
BD-10 3166 b,BD-10 3166,14.1,164.6191243
Barnard c,Barnard's star,0.743,269.4486144
CoRoT-22 b,CoRoT-22,4.88,280.6671392
CoRoT-27 b,CoRoT-27,11.287,278.4958319
CoRoT-7 c,CoRoT-7,2.83,100.9561682
CoRoT-9 b,CoRoT-9,11.948794,280.7866461
DMPP-1 e,DMPP-1,1.86,86.7761233
EPIC 206032309 b,EPIC 206032309,1.01,341.2404563
EPIC 211822797 b,EPIC 211822797,1.92,130.4102091
EPIC 212587672 b,EPIC 212587672,1.26,205.4445125
EPIC 220554210 c,K2-282,1.6,13.4321524
EPIC 229004835 b,EPIC 229004835,2.332,186.4860415
G 268-110 b,G 268-110,1.13,16.223688
GJ 1002 c,GJ 1002,1.1,1.6764641
GJ 1132 b,GJ 1132,1.19151465,153.7090696
GJ 1148 b,GJ 1148,11.9,175.4326081
GJ 163 d,GJ 163,5.92,62.3228353
GJ 2030 b,GJ 2030,2.03,50.8237604
GJ 238 b,GJ 238,0.566,98.454881
GJ 273 c,GJ 273,1.06,111.852091
GJ 3138 d,GJ 3138,3.23,32.2977385
GJ 328 b,GJ 328,13.3,133.7819507
GJ 3323 b,GJ 3323,1.23,75.4868824
GJ 341 b,GJ 341,0.88,140.3993759
GJ 3634 b,GJ 3634,2.83,164.6433493
GJ 4274 c,GJ 4274,2.83,335.7805478
GJ 433 c,GJ 433,6.27,173.8619194
GJ 480 b,GJ 480,3.69,189.7134226
GJ 536 b,GJ 536,2.41,210.2597264
GJ 536 c,GJ 536,2.3,210.2597264
GJ 581 c,GJ 581,2.5,229.8564725
GJ 667 C c,GJ 667 C,1.77,259.7510609
GJ 724 b,GJ 724,3.27,280.238365
GJ 900 b,GJ 900 A,12.4,353.7526177
Gaia-1 b,Gaia-1,13.77583728,90.6436658
Gaia-5 b,Gaia-5,12.1,302.0408173
Gl 49 b,Gl 49,2.24,15.6687321
Gl 725 A b,Gl 725 A,1.48,280.6834312
HAT-P-39 b,HAT-P-39,17.609,113.7582526
HAT-P-44 c,HAT-P-44,13.0,213.1438604
HAT-P-45 b,HAT-P-45,15.984,274.3732697
HAT-P-46 b,HAT-P-46,14.392,270.4441831
HAT-P-63 b,HAT-P-63,12.5428494,269.5720695
HATS-11 b,HATS-11,18.03,289.4007603
HATS-2 b,HATS-2,12.57647635,176.7388264
HATS-27 b,HATS-27,16.8135,193.5524603
HATS-30 b,HATS-30,13.170575,5.618525
HATS-35 b,HATS-35,16.409976,296.688442
HATS-70 b,HATS-70,15.513256,109.1045212
HD 101581 b,HIP 56998,0.956,175.2563039
HD 102329 b,HD 102329,12.6,176.6941567
HD 103720 b,HD 103720,14.1,179.1713308
HD 103949 b,HD 103949,3.35,179.5479558
HD 108236 b,HD 108236,1.615,186.5740627
HD 110067 f,HD 110067,2.601,189.8392243
HD 113337 c,HD 113337,12.1,195.4438496
HD 11343 c,HIP 8541,13.9,27.5271962
HD 113538 c,HD 113538,13.8,196.233933
HD 11506 b,HD 11506,12.9,28.2106607
HD 11506 c,HD 11506,14.0,28.2106607
HD 11506 d,HD 11506,12.3,28.2106607
HD 117618 b,HD 117618,8.59,203.1066418
HD 125271 b,HD 125271,12.4,216.6474037
HD 132563 b,HD 132563,13.6,224.5892892
HD 134060 b,HD 134060,3.16,227.6847587
HD 134606 d,HD 134606,7.59,228.8103897
HD 134987 c,HD 134987,13.9,228.3675397
HD 135625 b,HD 135625,13.3,229.4511514
HD 136418 b,HD 136418,13.3,229.7756438
HD 137388 b,HD 137388,9.32,233.915082
HD 141399 b,HD 141399,14.3,236.7235392
HD 141937 b,HD 141937,11.9,238.0735585
HD 143811 AB b,HD 143811 A,15.69257298,240.8891972
HD 148156 b,HD 148156,13.9,247.0723035
HD 152079 b,HD 152079,13.2,253.3732313
HD 152843 b,HD 152843,3.05,253.7848853
HD 153557 b,HD 153557,4.77,254.4706516
HD 153950 b,HD 153950,13.2,256.1292826
HD 155358 c,HD 155358,13.9,257.3930947
HD 155918 c,HD 155918,12.8,260.5364025
HD 156098 c,HD 156098,12.8,259.264687
HD 156279 b,HD 156279,12.5,258.0966686
HD 158996 b,HD 158996,12.3,259.9051092
HD 160691 c,HD 160691,,266.0361585
HD 161178 b,HD 161178,14.1,264.2873565
HD 16141 b,HD 16141,10.9,38.8323674
HD 16175 b,HD 16175,12.8,39.2577379
HD 16417 b,HD 16417,5.0,39.2441029
HD 164595 b,HD 164595,4.16,270.1613723
HD 164922 e,HD 164922,3.23,270.6304652
HD 167042 b,HD 167042,13.6,272.6326268
HD 167768 b,HD 167768,13.9,274.2213308
HD 168746 b,HD 168746,11.1,275.4573269
HD 169830 b,HD 169830,13.2,276.9561859
HD 17092 b,HD 17092,12.5,41.5924261
HD 171238 b,HD 171238,12.5,278.6818389
HD 176986 b,HD 176986,,285.7739138
HD 179079 b,HD 179079,,287.7903733
HD 18015 b,HD 18015,13.1,43.3636339
HD 188015 b,HD 188015,13.6,298.0191857
HD 191939 d,HD 191939,2.995,302.0256247
HD 192310 c,HD 192310,5.25,303.8284712
HD 196067 b,HD 196067,12.4,310.4364195
HD 200964 b,HD 200964,13.5,316.6664183
HD 205739 b,HD 205739,13.6,324.5351273
HD 206893 c,HD 206893,16.36511182,326.3416874
HD 20781 d,HD 20781,3.25,50.0139757
HD 20781 e,HD 20781,3.83,50.0139757
HD 20782 b,HD 20782,13.6,50.0166232
HD 20794 b,HD 20794,1.45,49.9997666
HD 20794 d,HD 20794,2.04,49.9997666
HD 208487 b,HD 208487,14.2,329.3332489
HD 208527 b,HD 208527,12.5,329.0999413
HD 212771 b,HD 212771,13.3,336.762413
HD 215152 b,HD 215152,,340.8380941
HD 217958 b,HD 217958,14.2,346.136577
HD 218566 b,HD 218566,9.32,347.297417
HD 219077 b,HD 219077,12.5,348.5319387
HD 219134 d,HD 219134,1.61,348.3372026
HD 219666 b,HD 219666,4.898,349.5592665
HD 224693 b,HD 224693,14.0,359.9749837
HD 23127 b,HD 23127,13.5,54.8491271
HD 23472 f,HD 23472,1.137,55.4590314
HD 235088 b,HD 235088,1.982,300.6154535
HD 24064 b,HD 24064,12.3,59.1510071
HD 27631 b,HD 27631,13.5,64.9392168
HD 27969 b,HD 27969,12.9,66.7068364
HD 28109 c,HD 28109,4.13,65.2383065
HD 30669 b,HD 30669,14.3,72.1198522
HD 3167 c,HD 3167,3.0,8.7401487
HD 33283 b,HD 33283,12.5,77.0044889
HD 33844 c,HD 33844,13.5,78.1505649
HD 35843 b,HD 35843,2.29,81.3488924
HD 37605 c,HD 37605,13.1,85.0074276
HD 38801 b,HD 38801,12.5,86.9963141
HD 39091 b,HD 39091,12.3,84.2992798
HD 4208 b,HD 4208,13.9,11.1125532
HD 45184 c,HD 45184,2.91,96.1820205
HD 45364 c,HD 45364,14.2,96.4105736
HD 4760 b,HD 4760,12.3,12.4161652
HD 48948 b,HD 48948,2.06,102.489811
HD 51608 c,HD 51608,3.87,103.7137102
HD 64114 b,HD 64114,4.41,117.982556
HD 69123 b,HD 69123,13.1,123.55499
HD 69830 c,HD 69830,3.46,124.6010091
HD 73256 c,HD 73256,12.2,129.0949961
HD 73526 c,HD 73526,13.3,129.318331
HD 74156 c,HD 74156,12.5,130.6047813
HD 75784 c,HD 75784,12.8,133.0992289
HD 7924 d,HD 7924,,20.4956562
HD 81040 b,HD 81040,12.6,140.9455027
HD 85390 b,HD 85390,6.16,147.5105663
HD 8574 b,HD 8574,13.4,21.3033807
HD 86728 b,HD 86728,3.03,150.250054
HD 88986 b,HD 88986,2.49,154.1166869
HD 89839 b,HD 89839,12.9,155.168879
HD 93351 b,HD 93351,1.69,161.6779279
HD 9446 b,HD 9446,14.0,23.3350424
HD 98219 b,HD 98219,13.4,169.4475218
HD 98649 b,HD 98649,12.5,170.2147665
HD 99492 c,HD 99492,4.42,171.689687
HIP 105854 b,HIP 105854,12.6,321.5962275
HIP 14810 d,HIP 14810,14.1,47.809275
HIP 18606 b,HIP 18606,14.0,59.7181058
HIP 19976 b,HIP 19976,4.94,64.2597881
HIP 41378 c,HIP 41378,2.727,126.6158279
HIP 41378 e,HIP 41378,4.92,126.6158279
HIP 54373 c,HIP 54373,3.57,166.8643532
HIP 55507 b,HIP 55507,12.6,170.5227246
HIP 8152 c,HIP 8152,2.52442508,26.2092533
HIP 86221 b,HIP 86221,14.0,264.294875
HIP 948 b,HIP 948,12.1,2.9276336
HR 858 c,HR 858,1.979,42.9849779
IRAS 04125+2902 b,IRAS 04125+2902,10.73820351,63.9283394
K2-10 b,K2-10,3.773,172.1216476
K2-102 b,K2-102,1.3,130.0558953
K2-126 b,K2-126,1.97,203.5467021
K2-133 c,K2-133,1.603,70.1493775
K2-133 d,K2-133,2.003,70.1493775
K2-136 c,K2-136,3.0,67.4128615
K2-137 b,K2-137,0.64,186.870426
K2-138 e,K2-138,3.39,348.9490311
K2-14 b,K2-14,4.81,178.0568745
K2-146 b,K2-146,2.05,130.0266951
K2-158 b,K2-158,2.64,179.9397081
K2-165 d,K2-165,2.64809498,184.9004881
K2-17 b,K2-17,2.23,178.3296746
K2-173 b,K2-173,1.60826194,60.3752402
K2-181 b,K2-181,2.69,127.5541103
K2-182 b,K2-182,2.71257333,130.180046
K2-187 e,K2-187,1.9,132.5235618
K2-198 d,K2-198,2.438,198.8436817
K2-199 b,K2-199,1.73,208.9014508
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,13.7,269.8798333
K2-225 b,K2-225,3.60929179,186.5410958
K2-240 c,K2-240,1.8,227.849371
K2-243 b,K2-243,2.17,181.1211419
K2-245 b,K2-245,4.34,185.181563
K2-252 b,K2-252,1.74,182.3663818
K2-254 c,K2-254,2.19,185.5507926
K2-258 b,K2-258,3.0,187.6314027
K2-270 c,K2-270,2.95,131.2665588
K2-290 b,K2-290,3.06,234.8578846
K2-3 c,K2-3,1.582,172.3353708
K2-30 b,K2-30,11.646151,52.3420548
K2-32 b,K2-32,5.299,252.426008
K2-322 b,K2-322,1.92,156.6226981
K2-326 b,K2-326,2.28,351.612262
K2-330 b,K2-330,2.77,126.8968265
K2-331 b,K2-331,1.79,132.7376431
K2-344 b,K2-344,1.59,136.3614923
K2-350 c,K2-350,2.74,204.0355092
K2-353 b,K2-353,5.55,201.6168564
K2-355 b,K2-355,2.25,124.6426189
K2-37 c,K2-37,2.41,243.4509662
K2-373 b,K2-373,2.061,123.1361518
K2-386 b,K2-386,2.32,18.2999964
K2-387 b,K2-387,7.322,19.4418282
K2-39 b,K2-39,6.27704,338.3682095
K2-395 c,K2-395,3.395,70.4438684
K2-396 b,K2-396,1.579,74.6928607
K2-401 b,K2-401,2.262,154.987604
K2-405 b,K2-405,4.569,164.3759959
K2-407 b,K2-407,1.283,232.5552584
K2-409 b,K2-409,2.482,228.4551125
K2-416 b,K2-416,2.66,349.2211822
K2-43 b,K2-43,4.51,169.117028
K2-43 c,K2-43,2.42,169.117028
K2-58 d,K2-58,1.71,333.8218395
K2-62 b,K2-62,2.02,334.3645089
K2-63 c,K2-63,3.9,333.4267738
K2-66 b,K2-66,2.49,331.5266563
K2-68 b,K2-68,1.58,334.0195539
K2-69 b,K2-69,2.32,335.7596816
K2-72 b,K2-72,1.08,334.6227504
K2-84 c,K2-84,2.03,55.8093566
KELT-19 A b,KELT-19 A,21.40919,111.5095293
KELT-7 b,KELT-7,17.9344,78.2955912
KELT-9 b,KELT-9,21.196219,307.8598998
KIC 10001893 b,KIC 10001893,,287.3892308
KIC 5479689 b,KIC 5479689,14.2,299.3254983
KIC 9663113 b,KIC 9663113,4.6,297.0454037
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,13.0,265.715667
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,6.45,269.6496667
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,2.67,264.469458
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,13.6,264.5166667
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,4.06,269.3385833
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1.85,272.4713333
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,14.3,272.4213333
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,9.86,266.489125
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,13.6,271.863875
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,6.9,267.8034167
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,12.1,269.16525
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,7.04,269.4067917
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,3.76,271.1835417
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,4.19,271.03175
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,4.59,165.169375
KOI-1257 b,KOI-1257,10.54,291.2250888
KOI-351 e,KOI-351,2.66,284.4334642
KOI-4777.01,KOI-4777,0.51,287.2621474
KOI-4978 b,KOI-4978,0.7,286.5907635
KOI-7368 b,KOI-7368,2.22,293.9476365
KOI-7913 b,KOI-7913 A,2.34,286.7485252
Kepler-100 d,Kepler-100,1.61,291.3861294
Kepler-1007 b,Kepler-1007,1.44,295.9065297
Kepler-1010 b,Kepler-1010,2.32,289.1926026
Kepler-1047 b,Kepler-1047,2.09,288.6462564
Kepler-1049 b,Kepler-1049,0.95,287.3469567
Kepler-1052 c,Kepler-1052,2.3,295.34273
Kepler-1056 b,Kepler-1056,3.01,299.5259832
Kepler-106 d,Kepler-106,0.95,300.864006
Kepler-1060 b,Kepler-1060,2.38,286.0252285
Kepler-1061 b,Kepler-1061,1.98,296.2300306
Kepler-1065 c,Kepler-1065,1.6,294.511319
Kepler-1089 b,Kepler-1089,1.83,291.0926509
Kepler-109 b,Kepler-109,2.49,290.3926795
Kepler-1090 b,Kepler-1090,2.25,295.6629002
Kepler-1099 b,Kepler-1099,2.83,288.7499866
Kepler-11 d,Kepler-11,3.12,297.1150949
Kepler-1108 b,Kepler-1108,1.46,296.0422962
Kepler-1115 b,Kepler-1115,1.7,294.9917723
Kepler-1121 b,Kepler-1121,1.91,297.7865467
Kepler-1122 b,Kepler-1122,2.04,288.2805801
Kepler-1138 b,Kepler-1138,1.7,285.8993164
Kepler-1141 b,Kepler-1141,0.82,290.5436836
Kepler-1147 b,Kepler-1147,2.61,292.5474753
Kepler-1151 b,Kepler-1151,2.22,292.2477819
Kepler-1153 b,Kepler-1153,1.73,289.1471849
Kepler-1156 b,Kepler-1156,1.32,288.9240901
Kepler-1162 b,Kepler-1162,2.21,283.2920273
Kepler-1168 b,Kepler-1168,2.5,287.2977834
Kepler-1196 b,Kepler-1196,2.23,292.369585
Kepler-1207 b,Kepler-1207,1.62,295.0641963
Kepler-1213 b,Kepler-1213,1.19,289.4858423
Kepler-1216 b,Kepler-1216,1.39,287.4052661
Kepler-1218 b,Kepler-1218,1.44,291.5788505
Kepler-1229 b,Kepler-1229,1.4,297.4868347
Kepler-123 b,Kepler-123,2.94,296.9985853
